2	ˊ
shan4	𩦐
shan4	𠑫
shan4	𩼼
shan4	𦏯
shan4	𧮟
shan4	𧖞
shan4	𩽱
shan4	𠏜
shan4	𠟡
shan4	𠲘
shan4	𠸆
shan4	𢄒
shan4	𢴯
shan4	𣞀
shan4	𣩧
shan4	𤺪
shan4	𥄭
shan4	𥞋
shan4	𦄀
shan4	𦆇
shan4	𦍸
shan4	𦘹
shan4	𦹵
shan4	𦼔
shan4	𧴋
shan4	𧷘
shan4	𧷶
shan4	𨁧
shan4	𨆠
shan4	𨟪
shan4	𨩙
shan4	𩣦
shan4	󺦞
shan4	󺪔
shan4	󻄨
shan4	󻈌
shan4	󻋖
shan4	󻍆
shan4	󻓣
shan4	𫟶
shan4	󹄉
shan4	󹆍
shan4	𫵞
shan4	󺙅
shan4	󺘜
shan4	󺏓
shan4	󺃎
shan4	󽁶
shan4	𪤆
shan4	𬅬
shan4	󼭦
shan4	󼭙
shan4	󼛾
shan4	󼑔
shan4	󼇘
shan4	𪱋
shan4	󼃂
shan4	󼂥
shan4	󹪔
shan4	𬓿
shan4	󻸱
shan4	讪
shan4	钐
shan4	搀
shan4	骟
shan4	缮
shan4	䦂
shan4	敾
shan4	赡
shan4	䦅
shan4	䥇
shan4	鳝
shan4	󹟙
shan4	󹛯
shan4	󹉊
shan4	𡍾
shan4	㮼
shan4	𥛊
shan4	𥡇
shan4	歚
shan4	𤩕
shan4	𦏎
shan4	𧃇
shan4	鐥
shan4	𡆃
shan4	𫍸
shan4	𫚠
shan4	𪭇
shan4	󿮂
shan4	󰛧
shen	申
shen	伸
shen	身
shen	呻
shen	信
shen	娠
shen	砷
shen	參
shen	深
shen	紳
shen	莘
shen	屾
shen	侁
shen	妽
shen	柛
shen	氠
shen	珅
shen	籸
shen	胂
shen	峷
shen	甡
shen	眒
shen	兟
shen	棽
shen	喿
shen	葠
shen	詵
shen	幓
shen	蔘
shen	燊
shen	駪
shen	鯓
shen	㕥
shen	㚨
shen	扟
shen	叁
shen	参
shen	籶
shen	罙
shen	㑗
shen	㛛
shen	㕘
shen	㡎
shen	訫
shen	叅
shen	㾕
shen	㴱
shen	鉮
shen	曑
shen	薓
shen	蓡
shen	㐰
shen	𢓫
shen	𧢹
shen	䚱
shen	敒
shen	𣃵
shen	訷
shen	𨐔
shen	𣘘
shen	𦸂
shen	䰠
shen	瘮
shen	䅸
shen	𦺷
shen	𥳱
shen	鵢
shen	䯂
shen	𢩫
shen	𢩲
shen	𢘊
shen	𥸬
shen	𠲳
shen	𤰶
shen	𥥍
shen	𡖬
shen	𥆣
shen	𦜊
shen	𦐹
shen	裑
shen	甧
shen	𨝐
shen	𣘲
shen	𧂅
shen	𩺵
shen	𡰬
shen	𠈐
shen	𦥔
shen	𠥄
shen	𠫰
shen	𢑚
shen	𢓠
shen	𣢘
shen	𤰶
shen	𥤷
shen	𡝌
shen	𨐍
shen	𠭜
shen	𠭙
shen	𠬅
shen	𤽰
shen	𥆓
shen	䊁
shen	𠹏
shen	𨐕
shen	𠻝
shen	𥈍
shen	𦁴
shen	𩉼
shen	𥛠
shen	𦦀
shen	𦸯
shen	𥋀
shen	𦼒
shen	𩣂
shen	𤺑
shen	𩳱
shen	𩷔
shen	𩴋
shen	𧄢
shen	𨊘
shen	𠃫
shen	𠫵
shen	𢈯
shen	𢏎
shen	𣇗
shen	𣔗
shen	𣵫
shen	𤱓
shen	𤶴
shen	𤺮
shen	𥊋
shen	𥊌
shen	𥊍
shen	𥚞
shen	𥢾
shen	𥤡
shen	𦅴
shen	𦚕
shen	𨏌
shen	𨞲
shen	𩩿
shen	𩹧
shen	󺥠
shen	󺸘
shen	󺸮
shen	𪜅
shen	󽻂
shen	󽦉
shen	󽥩
shen	󽤢
shen	󽤄
shen	𫢰
shen	󽠞
shen	󽘳
shen	󽆾
shen	󺙲
shen	󺊦
shen	󹺒
shen	󹵛
shen	󹵊
shen	󽅘
shen	󽂩
shen	󼹋
shen	󼭐
shen	𫏬
shen	𬏍
shen	󻺔
shen	󻱾
shen	孞
shen	绅
shen	诜
shen	鲹
shen	鯵
shen	󹟆
shen	󹜧
shen	󹕧
shen	𣳑
shen	𡌏
shen	𠒗
shen	𤉾
shen	𦲞
shen	𧼅
shen	𨉎
shen	𡡪
shen	𨨥
shen	𦦠
shen	𩇡
shen	𫊾
shen	𪮨
shen	𪝮
shen	𫐃
shen	󸿭
shen	󰇶
shen	󰇷
shen	󰍷
shen	󰔍
shen	󰔎
shen	󰔏
shen	󰔝
shen	󰙦
shen	󰝥
shen	󰝦
shen	󰞘
shen	󰞙
shen	󰞚
shen	󰟙
shen	󰟚
shen	󰟛
shen	󰟜
shen	󰟝
shen2	什
shen2	甚
shen2	神
shen2	𥙍
shen2	䰠
shen2	𠯕
shen2	𠥄
shen2	𥛃
shen2	𥛠
shen2	𥱅
shen2	𩳱
shen2	𩴋
shen2	𥜩
shen2	𢍩
shen2	𤕊
shen2	𤯅
shen2	𥚞
shen2	𫋵
shen2	󹺘
shen2	󼯡
shen2	󼥔
shen2	󼚓
shen2	鰰
shen2	榊
shen2	󸿪
shen2	󰕒
shen2	󰖉
shen2	󰖊
shen2	󰘋
shen3	沈
shen3	哂
shen3	審
shen3	嬸
shen3	瀋
shen3	邥
shen3	矧
shen3	淰
shen3	諗
shen3	曋
shen3	瞫
shen3	覾
shen3	讅
shen3	吲
shen3	弞
shen3	宷
shen3	㚞
shen3	訠
shen3	菍
shen3	魫
shen3	鯅
shen3	矤
shen3	𧧍
shen3	𣻧
shen3	㜤
shen3	頣
shen3	䰼
shen3	𩷒
shen3	㰂
shen3	䚓
shen3	㶒
shen3	𢈇
shen3	𢏦
shen3	𥬐
shen3	𡼒
shen3	𣿇
shen3	𩶇
shen3	𧀯
shen3	𣢀
shen3	𥎧
shen3	𢏓
shen3	𥎪
shen3	𡩨
shen3	𩵨
shen3	𩐭
shen3	𡤲
shen3	𥍗
shen3	𠘏
shen3	𡼬
shen3	𣊢
shen3	𥋺
shen3	𥎯
shen3	𥏖
shen3	𨪱
shen3	𨽚
shen3	𪴫
shen3	󽽢
shen3	󽶪
shen3	󽎾
shen3	󺍠
shen3	󹸜
shen3	𫌺
shen3	󻠹
shen3	审
shen3	谂
shen3	谉
shen3	婶
shen3	渖
shen3	㶩
shen3	𥑀
shen3	𥝴
shen3	𨋄
shen3	𧊼
shen3	𨧁
shen3	𤏗
shen3	𡂹
shen3	𢸙
shen3	𤪺
shen3	𥣳
shen3	𪬺
shen3	𫇍
shen3	󰛨
shen3	󰛶
shen4	甚
shen4	脤
shen4	腎
shen4	慎
shen4	蜃
shen4	滲
shen4	抻
shen4	侺
shen4	椹
shen4	罧
shen4	葚
shen4	鋠
shen4	罙
shen4	昚
shen4	涁
shen4	眘
shen4	㰮
shen4	渗
shen4	趻
shen4	愼
shen4	𦚠
shen4	𧿒
shen4	𨴐
shen4	䫖
shen4	𩅨
shen4	𥥍
shen4	𦛒
shen4	𡺊
shen4	𠗿
shen4	𦕽
shen4	𧵬
shen4	𢊖
shen4	𦜜
shen4	𠯕
shen4	𤴴
shen4	𠥄
shen4	𥤷
shen4	𦚉
shen4	𡴜
shen4	慎
shen4	𦋗
shen4	㵕
shen4	𥱅
shen4	𦌀
shen4	𣞵
shen4	𧒏
shen4	𪓧
shen4	𠂧
shen4	𡸱
shen4	𢍩
shen4	𤯅
shen4	𤹮
shen4	𦟵
shen4	𨀂
shen4	𩆐
shen4	𪓂
shen4	󺣹
shen4	𫞪
shen4	󽢕
shen4	󽎉
shen4	󺐑
shen4	󺊤
shen4	󹺘
shen4	󹳩
shen4	󹲫
shen4	󽂞
shen4	󽂚
shen4	𫷊
shen4	󼰶
shen4	𫺤
shen4	󼰥
shen4	󼯡
shen4	󼥔
shen4	󼚣
shen4	󹪧
shen4	󹡨
shen4	󹠶
shen4	󻻞
shen4	肾
shen4	瘆
shen4	𠗮
shen4	𢉮
shen4	㻣
shen4	𧶿
shen4	𪶚
shen4	𫓵
shen4	𫃒
shen4	󰔈
shen4	󰖉
shen4	󰖊
shen4	󰗗
shen4	󰜻
shang	商
shang	湯
shang	傷
shang	裳
shang	殤
shang	觴
shang	愓
shang	漡
shang	熵
shang	蔏
shang	螪
shang	謪
shang	鬺
shang	墒
shang	慯
shang	滳
shang	𤵼
shang	𢠽
shang	𤳈
shang	𧏸
shang	𨢩
shang	𪄲
shang	䵰
shang	䵼
shang	𥏫
shang	𤎘
shang	𠘾
shang	𠹧
shang	𤷛
shang	𨝗
shang	𠾃
shang	𥏲
shang	𧶜
shang	𠿧
shang	𢡓
shang	𤔰
shang	𤹟
shang	𥏻
shang	𩰱
shang	𡂦
shang	𣝻
shang	𧷞
shang	𩱀
shang	𡃬
shang	𡄚
shang	𩱐
shang	𩱑
shang	𡅟
shang	𥫐
shang	𠼬
shang	𤷱
shang	𦀪
shang	𧥉
shang	𨏃
shang	𨶼
shang	𩧧
shang	󻍪
shang	󽯈
shang	󽮙
shang	󺗢
shang	󺕍
shang	󽁐
shang	󼸁
shang	𪞊
shang	󼳎
shang	󼢖
shang	𪬥
shang	󼐃
shang	󼍼
shang	󼀵
shang	󼀱
shang	𫁬
shang	󹠋
shang	󻸢
shang	󻷯
shang	𬧽
shang	󻧸
shang	伤
shang	殇
shang	觞
shang	󹞟
shang	𠇢
shang	𧷮
shang	𫌰
shang	󰏲
shang	󰏴
shang	󰫝
shang	󰋾
shang	󷈀
shang	󷈊
shang	󰏹
shang	󰏺
shang	󰏼
shang	󰏽
shang	󱹠
shang	󰞣
shang	󰟲
shang3	上
shang3	晌
shang3	賞
shang3	丄
shang3	贘
shang3	𩞧
shang3	𩞃
shang3	𧶜
shang3	𨮐
shang3	󺰎
shang3	󽴠
shang3	𫆙
shang3	󹡍
shang3	󻠷
shang3	扄
shang3	赏
shang3	󹏞
shang3	𢣨
shang3	𤀿
shang3	𢤗
shang3	𤪸
shang3	𦘆
shang4	上
shang4	尚
shang4	仩
shang4	姠
shang4	爙
shang4	蠰
shang4	丄
shang4	尙
shang4	慯
shang4	𤵼
shang4	𠄞
shang4	𢎐
shang4	𤷛
shang4	𤹟
shang4	𧐀
shang4	𧖗
shang4	𠶤
shang4	𤔚
shang4	𥼣
shang4	󺢪
shang4	󺢱
shang4	󺣫
shang4	󺧄
shang4	󺽕
shang4	󺽯
shang4	󻋜
shang4	󻍃
shang4	󻒰
shang4	𪱲
shang4	󽤽
shang4	󽣠
shang4	󽒃
shang4	󻽴
shang4	绱
shang4	緔
shang4	𣮜
shang4	𥓡
shang4	𪽄
shang4	𫙥
shang4	𫖦
sheng	升
sheng	生
sheng	昇
sheng	牲
sheng	陞
sheng	笙
sheng	勝
sheng	甥
sheng	聲
sheng	呏
sheng	泩
sheng	狌
sheng	胜
sheng	湦
sheng	焺
sheng	貹
sheng	鉎
sheng	鼪
sheng	鵿
sheng	㐼
sheng	声
sheng	阩
sheng	珄
sheng	竔
sheng	苼
sheng	娚
sheng	㱡
sheng	陹
sheng	㽒
sheng	䲼
sheng	鍟
sheng	斘
sheng	𤯛
sheng	殸
sheng	㮱
sheng	䎽
sheng	䴤
sheng	𣢡
sheng	殅
sheng	𣬺
sheng	𠴢
sheng	𥟎
sheng	𤯓
sheng	𠤵
sheng	𠥱
sheng	𧿘
sheng	𠅫
sheng	𠙟
sheng	𠙠
sheng	𠢧
sheng	𢾶
sheng	𨁠
sheng	𤚣
sheng	𥘥
sheng	𥢗
sheng	𦖞
sheng	𦩁
sheng	𦴤
sheng	𦿷
sheng	𧏚
sheng	𨕻
sheng	󺭩
sheng	󺭴
sheng	󺲶
sheng	󺶥
sheng	󺶷
sheng	󺸓
sheng	󺺪
sheng	󻂔
sheng	󻇼
sheng	󻐶
sheng	󻔅
sheng	𪡚
sheng	󹂜
sheng	󽹘
sheng	󽸭
sheng	󽷭
sheng	󽶆
sheng	󽰎
sheng	󽯵
sheng	󽭗
sheng	󽬆
sheng	𪯉
sheng	󽧼
sheng	󽥠
sheng	󽣕
sheng	󽖑
sheng	𪲙
sheng	󺛥
sheng	󺙼
sheng	󺗝
sheng	󺕣
sheng	󺓉
sheng	󺒾
sheng	󺐖
sheng	󺋗
sheng	󺈝
sheng	󺈍
sheng	󺆫
sheng	󺃐
sheng	󹽵
sheng	󹹼
sheng	󹷱
sheng	󹵓
sheng	󹲷
sheng	󽀴
sheng	󼻲
sheng	󼷩
sheng	󼷣
sheng	󼶘
sheng	󼵽
sheng	𬛊
sheng	󼫿
sheng	󼨑
sheng	𫆈
sheng	󼐏
sheng	󼉨
sheng	󼇧
sheng	󼇥
sheng	󼇐
sheng	󼁖
sheng	󻾁
sheng	󹩓
sheng	󹥠
sheng	󹤠
sheng	󹠃
sheng	𫌤
sheng	󻭞
sheng	󻭝
sheng	曻
sheng	󹋗
sheng	龶
sheng	𠇷
sheng	𡉼
sheng	𡉧
sheng	𡛈
sheng	𢗢
sheng	𠰮
sheng	𣅮
sheng	枡
sheng	𤆭
sheng	𦬱
sheng	𡱚
sheng	𥸱
sheng	𡌍
sheng	𣃬
sheng	𥾷
sheng	𨹱
sheng	𢛿
sheng	𤯤
sheng	𨺒
sheng	𡎂
sheng	𧻊
sheng	𥭺
sheng	𤯴
sheng	𩫆
sheng	𣼘
sheng	㽓
sheng	𨧅
sheng	𡳦
sheng	𣫆
sheng	𦃷
sheng	𪌜
sheng	𪍖
sheng	𨯏
sheng	𪡾
sheng	𪬮
sheng	󰕗
sheng	󰕞
sheng2	澠
sheng2	繩
sheng2	溗
sheng2	憴
sheng2	譝
sheng2	鱦
sheng2	䋲
sheng2	䱆
sheng2	縄
sheng2	𦩱
sheng2	𩍊
sheng2	𩍋
sheng2	𦃰
sheng2	𨭘
sheng2	󿷋
sheng2	𡽑
sheng2	𦃻
sheng2	󻔫
sheng2	󹴙
sheng2	󼾥
sheng2	𫃨
sheng2	𫃧
sheng2	󼋬
sheng2	󼀏
sheng2	󹬟
sheng2	󹩚
sheng2	󹣊
sheng2	󻰪
sheng2	渑
sheng2	绳
sheng2	󹖇
sheng2	󹌜
sheng3	省
sheng3	冼
sheng3	眚
sheng3	偗
sheng3	渻
sheng3	箵
sheng3	䁞
sheng3	㗂
sheng3	𡞞
sheng3	𨜜
sheng3	𣹴
sheng3	㼳
sheng3	㾪
sheng3	𧍖
sheng3	䚇
sheng3	𨵥
sheng3	𤵙
sheng3	𡨽
sheng3	𦳗
sheng3	𦔄
sheng3	𨲓
sheng3	𤯝
sheng3	𥄾
sheng3	𡮀
sheng3	𥅱
sheng3	𩩭
sheng3	󻄏
sheng3	𫆦
sheng3	𪾱
sheng3	𠞔
sheng3	𨩠
sheng3	𪻻
sheng3	𪱐
sheng4	乘
sheng4	盛
sheng4	剩
sheng4	勝
sheng4	聖
sheng4	賸
sheng4	圣
sheng4	晟
sheng4	貹
sheng4	嵊
sheng4	乗
sheng4	娍
sheng4	晠
sheng4	剰
sheng4	椉
sheng4	琞
sheng4	墭
sheng4	膡
sheng4	蕂
sheng4	䞉
sheng4	垩
sheng4	𦛙
sheng4	㼩
sheng4	榺
sheng4	𩷼
sheng4	𤯡
sheng4	𡼺
sheng4	𨲉
sheng4	𠓽
sheng4	𤺩
sheng4	𧪝
sheng4	𪅻
sheng4	𡉄
sheng4	𠄵
sheng4	𠅞
sheng4	𥅶
sheng4	𠅟
sheng4	𠅫
sheng4	𠙟
sheng4	𠙠
sheng4	𣔕
sheng4	𦕡
sheng4	𤦨
sheng4	𠓸
sheng4	𠟇
sheng4	𠢧
sheng4	𠨇
sheng4	𡕲
sheng4	𡡛
sheng4	𢾶
sheng4	𨌤
sheng4	𣚗
sheng4	𡑺
sheng4	𨲚
sheng4	䕝
sheng4	𧟿
sheng4	𨍱
sheng4	𨲢
sheng4	𧷽
sheng4	𦫂
sheng4	𠓲
sheng4	𡹴
sheng4	𤪈
sheng4	𥝱
sheng4	𥣐
sheng4	𥰊
sheng4	𦃻
sheng4	𦔻
sheng4	𦤰
sheng4	𧏳
sheng4	𧡶
sheng4	𧼋
sheng4	𨉑
sheng4	󺨵
sheng4	󺮿
sheng4	󻏲
sheng4	󽺀
sheng4	󽸒
sheng4	󺘱
sheng4	󺖐
sheng4	󹽪
sheng4	󹶋
sheng4	𪟏
sheng4	󽅢
sheng4	𫮕
sheng4	𪣿
sheng4	󼰏
sheng4	𬁃
sheng4	𬛊
sheng4	󼮈
sheng4	𫆅
sheng4	󼟊
sheng4	󼜠
sheng4	󼜕
sheng4	𪾓
sheng4	󼓴
sheng4	󼎙
sheng4	󼎉
sheng4	󼌹
sheng4	𪢎
sheng4	󼆎
sheng4	𪪥
sheng4	󹱄
sheng4	󹩽
sheng4	󹧣
sheng4	󻹺
sheng4	󻸥
sheng4	󻵊
sheng4	𬴙
sheng4	󻱥
sheng4	󻱂
sheng4	𬣅
sheng4	󻨔
sheng4	󻞬
sheng4	𫓠
sheng4	绳
sheng4	橳
sheng4	󹙺
sheng4	󹖊
sheng4	𣍫
sheng4	𤇓
sheng4	𠝍
sheng4	𣒧
sheng4	𡞺
sheng4	𣈂
sheng4	𨀃
sheng4	𩫽
sheng4	𣕪
sheng4	𤦟
sheng4	媵
sheng4	𨝄
sheng4	𣛮
sheng4	𥢱
sheng4	𦔤
sheng4	𧬼
sheng4	𨭰
sheng4	𫙝
sheng4	󰂀
sheng4	󰂁
sheng4	󰂂
sheng4	󰂃
sheng4	󰂄
sheng4	󰂅
sheng4	󰂇
sheng4	󰂈
sheng4	󰂉
sheng4	󰂊
sheng4	󰂋
sheng4	󰂌
sheng4	󰂍
sheng4	󰂏
sheng4	󰂐
sheng4	󰂑
sheng4	󰂓
sheng4	󰗑
sheng4	󰚅
r	ㄖ
r4	入
r4	日
r4	衵
r4	鈤
r4	馹
r4	囸
r4	氜
r4	釰
r4	䤠
r4	䈇
r4	𤝍
r4	䒤
r4	𦨙
r4	𠟅
r4	𡆠
r4	𡇁
r4	𡆸
r4	𡇗
r4	𡈎
r4	𩡲
r4	𡉭
r4	󺶁
r4	󺼇
r4	󺽐
r4	󺿴
r4	󻊋
r4	󻓌
r4	𪰇
r4	𪥨
r4	󽸠
r4	󽰴
r4	󽥫
r4	󽥝
r4	󽜗
r4	󽇟
r4	󺈥
r4	󻼫
r4	驲
r4	𣏬
r4	𣬰
r4	𧠗
r4	𧦊
r4	𨨋
ru2	如
ru2	茹
ru2	需
ru2	儒
ru2	嚅
ru2	孺
ru2	濡
ru2	燸
ru2	蠕
ru2	侞
ru2	帤
ru2	挐
ru2	筎
ru2	袽
ru2	銣
ru2	緰
ru2	蕠
ru2	嬬
ru2	獳
ru2	鴽
ru2	曘
ru2	檽
ru2	臑
ru2	薷
ru2	繻
ru2	襦
ru2	醹
ru2	邚
ru2	桇
ru2	㐡
ru2	偄
ru2	愞
ru2	渪
ru2	䘫
ru2	瑌
ru2	顬
ru2	鱬
ru2	嶿
ru2	𦭰
ru2	㾒
ru2	䋈
ru2	𠤥
ru2	𣹤
ru2	𡦗
ru2	𡦘
ru2	𠟺
ru2	鴑
ru2	𧔀
ru2	𧔇
ru2	䞕
ru2	䰰
ru2	𠱒
ru2	𣭄
ru2	𨚴
ru2	𣭠
ru2	𥞚
ru2	𧊟
ru2	𦳾
ru2	𣖹
ru2	𩶯
ru2	𩸐
ru2	𡄲
ru2	𠭠
ru2	𣸏
ru2	𩂉
ru2	𨾯
ru2	𠍶
ru2	𦷸
ru2	𨾵
ru2	𡢉
ru2	𣽉
ru2	𣽈
ru2	𣚐
ru2	𦅏
ru2	𦅎
ru2	𧑮
ru2	𧝄
ru2	𧹸
ru2	𨢾
ru2	𧞳
ru2	䫱
ru2	䰭
ru2	𩻞
ru2	𩴶
ru2	𠤦
ru2	𡜚
ru2	𥙦
ru2	𦇇
ru2	𦈡
ru2	𩄋
ru2	𩜙
ru2	󺩑
ru2	󽩡
ru2	󽟲
ru2	󽜦
ru2	󽛺
ru2	𬍣
ru2	󽙑
ru2	󽒧
ru2	󺙝
ru2	𫛪
ru2	󺆷
ru2	𪝥
ru2	󼇫
ru2	󹮅
ru2	㐵
ru2	铷
ru2	颥
ru2	𠆬
ru2	𤥏
ru2	𨦔
ru2	𩣉
ru2	𥜗
ru2	𪴠
ru3	入
ru3	女
ru3	汝
ru3	乳
ru3	辱
ru3	追
ru3	侞
ru3	肗
ru3	㳶
ru3	㨎
ru3	𡫽
ru3	𡜃
ru3	㼋
ru3	𪏮
ru3	𡭋
ru3	𥨲
ru3	𩍥
ru3	𠂏
ru3	𠨰
ru3	𦘽
ru3	𡇲
ru3	𢛚
ru3	𦜘
ru3	𢟹
ru3	𡬊
ru3	𡈴
ru3	𡮚
ru3	𡲐
ru3	𢯚
ru3	𦎠
ru3	𨨜
ru3	𨹤
ru3	󺵃
ru3	𪾟
ru3	𪰤
ru3	𪡑
ru3	󽾽
ru3	󽚮
ru3	󹽢
ru3	󹵼
ru3	󹵺
ru3	󼰆
ru3	󼤄
ru3	󼤂
ru3	𫘺
ru3	󻸧
ru3	󹖜
ru3	𣈃
ru3	𩹚
ru3	𫃤
ru3	𪞺
ru3	󰂨
ru4	入
ru4	肉
ru4	茹
ru4	辱
ru4	追
ru4	褥
ru4	洳
ru4	嗕
ru4	媷
ru4	溽
ru4	鄏
ru4	蓐
ru4	縟
ru4	擩
ru4	宍
ru4	傉
ru4	䅶
ru4	㧫
ru4	㾒
ru4	䄾
ru4	㨎
ru4	㦺
ru4	𣯋
ru4	𡦗
ru4	𡦘
ru4	㹘
ru4	𢖵
ru4	𢟲
ru4	𪑾
ru4	𩱜
ru4	𠕎
ru4	𡧢
ru4	𥤰
ru4	𢛚
ru4	𢟹
ru4	𢾯
ru4	𦸳
ru4	𩱨
ru4	𤍇
ru4	𦎠
ru4	𩱮
ru4	󺲮
ru4	󻈺
ru4	󻋲
ru4	󻖖
ru4	󹁮
ru4	󽾕
ru4	󽠹
ru4	󹽓
ru4	󼰆
ru4	󹨧
ru4	󹢹
ru4	󻶉
ru4	扖
ru4	杁
ru4	缛
ru4	鳰
ru4	󹖜
ru4	込
ru4	𧺌
ru4	𡏌
ru4	𦞹
ru4	䢆
ru4	𨕯
ru4	𡪮
ru4	𨑈
ru4	𧢁
ru4	𧽘
ruo2	捼
ruo2	𠼈
ruo4	若
ruo4	弱
ruo4	偌
ruo4	篛
ruo4	鶸
ruo4	婼
ruo4	渃
ruo4	鄀
ruo4	楉
ruo4	蒻
ruo4	箬
ruo4	爇
ruo4	叒
ruo4	掿
ruo4	焫
ruo4	搻
ruo4	䐞
ruo4	𤑔
ruo4	𤣼
ruo4	𢜪
ruo4	𨀝
ruo4	𦩸
ruo4	𣞆
ruo4	𧃪
ruo4	若
ruo4	𠭀
ruo4	𡧻
ruo4	𠭞
ruo4	𠭚
ruo4	𢐅
ruo4	𦳼
ruo4	𦴈
ruo4	𡻦
ruo4	𦱡
ruo4	𦱢
ruo4	𦱶
ruo4	𣁞
ruo4	𢢟
ruo4	𤑒
ruo4	𧁇
ruo4	𤀂
ruo4	𤋲
ruo4	𤍽
ruo4	𥉧
ruo4	𥊛
ruo4	𦶟
ruo4	𨴚
ruo4	𩫛
ruo4	󺼖
ruo4	󺽳
ruo4	󺿪
ruo4	󻓟
ruo4	󽗱
ruo4	󺜸
ruo4	󼺨
ruo4	𪴰
ruo4	𪻷
ruo4	𫸼
ruo4	󼌠
ruo4	󼃝
ruo4	󼀄
ruo4	󻺨
ruo4	嵶
ruo4	鰙
ruo4	󹞔
ruo4	𪝟
ruo4	𠰥
ruo4	𣑚
ruo4	𢏻
ruo4	𨔏
ruo4	𠺁
ruo4	𥮂
ruo4	𥮷
ruo4	𧼼
ruo4	𨪤
ruo4	𨷊
ruo4	鰯
ruo4	𫇜
ruo4	󰍂
ruo4	󰔃
ruei2	緌
ruei2	踒
ruei2	蕤
ruei2	擩
ruei2	甤
ruei2	甤
ruei2	䅗
ruei2	㧫
ruei2	㨎
ruei2	䅑
ruei2	䔀
ruei2	䬐
ruei2	𩗯
ruei2	𣬗
ruei2	𦼆
ruei2	𡣉
ruei2	𡱵
ruei2	𣬘
ruei2	󼷤
ruei2	󼧛
ruei2	𫌂
ruei2	󼣬
ruei2	𬎼
ruei2	󼆜
ruei2	󹤠
ruei2	󻷔
ruei2	𦷃
ruei2	蕤
ruei2	𤯹
ruei2	𦿮
ruei2	𦿿
ruei2	𤯾
ruei2	𤯼
ruei2	𥴟
ruei3	蕊
ruei3	桵
ruei3	橤
ruei3	繠
ruei3	蕋
ruei3	蘂
ruei3	蘃
ruei3	𣛚
ruei3	𥳝
ruei3	𡯒
ruei3	𦁞
ruei3	𧄜
ruei3	󺼂
ruei3	󻁾
ruei3	󺝗
ruei3	󺛸
ruei3	󺅱
ruei3	󹵓
ruei3	󼣰
ruei3	󼘏
ruei3	󼖬
ruei3	󼓩
ruei3	󻴦
ruei3	󻫈
ruei3	󻞱
ruei3	󹏎
ruei3	󹋾
ruei3	𦲜
ruei3	𤃓
ruei3	𧁚
ruei3	𦢬
ruei3	𧂿
ruei4	瑞
ruei4	睿
ruei4	銳
ruei4	汭
ruei4	枘
ruei4	芮
ruei4	蚋
ruei4	鈗
ruei4	叡
ruei4	笍
ruei4	䇤
ruei4	䜭
ruei4	䤞
ruei4	㕡
ruei4	蜹
ruei4	鋭
ruei4	𠮉
ruei4	𤀹
ruei4	㪫
ruei4	㲊
ruei4	䥧
ruei4	䄲
ruei4	㢻
ruei4	㨅
ruei4	㓹
ruei4	䓲
ruei4	𧮸
ruei4	𣽊
ruei4	𤩅
ruei4	𤩋
ruei4	𨧨
ruei4	𤫀
ruei4	䭨
ruei4	𠛙
ruei4	䂱
ruei4	𨳙
ruei4	𣥸
ruei4	𧮲
ruei4	𢏴
ruei4	𨦣
ruei4	壡
ruei4	𣦲
ruei4	𡓝
ruei4	𢣳
ruei4	𣦒
ruei4	𣦳
ruei4	𦬨
ruei4	𦲮
ruei4	𨔾
ruei4	𨺺
ruei4	𪏩
ruei4	󺠊
ruei4	󺤢
ruei4	󺥅
ruei4	󺥇
ruei4	󺧗
ruei4	󺧙
ruei4	󺧜
ruei4	󺧱
ruei4	󺩈
ruei4	󺫳
ruei4	󺬋
ruei4	󺬌
ruei4	󺭂
ruei4	󺭱
ruei4	󺲦
ruei4	󺸆
ruei4	󻂛
ruei4	󻂟
ruei4	󻅃
ruei4	󻅄
ruei4	󻅅
ruei4	󻆴
ruei4	󻉉
ruei4	󻋟
ruei4	󻍜
ruei4	󻎺
ruei4	󻕎
ruei4	󻕨
ruei4	󻕫
ruei4	󻗎
ruei4	󻗚
ruei4	󻘉
ruei4	𫟵
ruei4	󹁩
ruei4	󹆥
ruei4	󹆭
ruei4	𪞗
ruei4	󽵘
ruei4	󺒑
ruei4	󺑭
ruei4	󺌥
ruei4	󺆇
ruei4	󺅞
ruei4	󹻴
ruei4	󽃮
ruei4	󼼀
ruei4	󼻿
ruei4	𫳤
ruei4	󼪓
ruei4	𬝎
ruei4	󼟧
ruei4	󼛲
ruei4	󼓯
ruei4	󼓮
ruei4	󼊕
ruei4	󼆭
ruei4	󿮋
ruei4	󼆓
ruei4	󼅄
ruei4	󻙈
ruei4	󹯵
ruei4	󹭋
ruei4	󹫹
ruei4	󹫵
ruei4	󹫓
ruei4	󹨭
ruei4	󹨡
ruei4	󹡣
ruei4	󹡛
ruei4	󹠷
ruei4	󹠳
ruei4	󻼗
ruei4	󻼇
ruei4	󻻩
ruei4	󻷌
ruei4	𫒵
ruei4	󻤚
ruei4	钠
ruei4	锐
ruei4	󹟪
ruei4	󹝽
ruei4	󹚝
ruei4	󹘷
ruei4	󹘓
ruei4	󹗴
ruei4	󹕱
ruei4	󹔪
ruei4	󹒧
ruei4	𥇨
ruei4	𤧿
ruei4	𤨈
